date,model,portfolio_return
2023-11-24,ledoit_wolf,0.004235332333931588
2023-11-27,ledoit_wolf,-0.0027223909604369126
2023-11-28,ledoit_wolf,0.0058290174386955804
2023-11-29,ledoit_wolf,-0.004284455983213098
2023-11-30,ledoit_wolf,0.013150258581053403
2023-11-01,equal_weight,0.006993912047428769
2023-11-02,equal_weight,0.01917369099764886
2023-11-03,equal_weight,0.006458531837655554
2023-11-06,equal_weight,-0.0021930617075670684
2023-11-07,equal_weight,-0.008171163052922384
2023-11-08,equal_weight,-0.003141713874848909
2023-11-09,equal_weight,-0.009133166014348826
2023-11-10,equal_weight,0.011530122133253051
2023-11-13,equal_weight,-0.0026895781884178236
2023-11-14,equal_weight,0.024868877788818362
2023-11-15,equal_weight,0.003495066553299139
2023-11-16,equal_weight,0.003082216018131641
2023-11-17,equal_weight,0.0019923013280299905
2023-11-20,equal_weight,0.003997185056379329
2023-11-21,equal_weight,-0.00017691900183272442
2023-11-22,equal_weight,0.004911327177825402
2023-11-24,equal_weight,0.0012642306733922548
2023-11-27,equal_weight,-0.0018403778330675254
2023-11-28,equal_weight,0.005970035221568188
2023-11-29,equal_weight,-0.00181134564276909
2023-11-30,equal_weight,0.0072585065274301894
2023-12-01,sample,0.007019612860120119
2023-12-04,sample,-0.0003846436531469551
2023-12-05,sample,-0.006834240530042597
2023-12-06,sample,-0.0015717350968140328
2023-12-07,sample,0.00018531058095721414
2023-12-08,sample,-0.00066263606119862
2023-12-11,sample,0.0030718325791591413
2023-12-12,sample,-0.0006453406626822629
2023-12-13,sample,0.014673163073545985
2023-12-14,sample,0.0018500510859264484
2023-12-15,sample,-0.006638920079162804
2023-12-18,sample,0.004010489244678249
2023-12-19,sample,0.003399823744918573
2023-12-20,sample,-0.0152817340441515
2023-12-21,sample,0.0071623043980649625
2023-12-22,sample,0.004449977748685015
2023-12-26,sample,0.0030343056957967706
2023-12-27,sample,0.000838901801918537
2023-12-28,sample,-0.0009350289772944104
2023-12-29,sample,0.0006786750853529153
2023-12-01,ewma,0.005083495805118449
2023-12-04,ewma,-0.003944355212303078
2023-12-05,ewma,-0.003000448262180213
2023-12-06,ewma,-0.0064796396586517145
2023-12-07,ewma,0.0016148173890342876
2023-12-08,ewma,0.0011243118496255269
2023-12-11,ewma,-0.002250631479294944
2023-12-12,ewma,0.0020020204368881175
2023-12-13,ewma,0.01131956822706361
2023-12-14,ewma,-0.0018691739810237748
2023-12-15,ewma,-0.003405813496525108
2023-12-18,ewma,0.004420122400131061
2023-12-19,ewma,0.004717426524645963
2023-12-20,ewma,-0.014555870362742251
2023-12-21,ewma,0.006192632601872541
2023-12-22,ewma,0.002057456985274664
2023-12-26,ewma,0.0022002364989455645
2023-12-27,ewma,0.0019317140928124038
2023-12-28,ewma,-0.0009910514062937527
2023-12-29,ewma,-0.0009171144651003943
2023-12-01,ledoit_wolf,0.006992818199944311
2023-12-04,ledoit_wolf,-0.0004730179486330064
2023-12-05,ledoit_wolf,-0.007036398849959189
