pair,mean_l1_distance,median_l1_distance,p95_l1_distance,maximum_l1_distance
sample_vs_ewma,0.7595075320700938,0.7412428739395145,1.085627155814053,1.2817726048400275
sample_vs_ledoit_wolf,0.043299228480581486,0.03398314944379167,0.1082877856436451,0.12766530525269343
ewma_vs_ledoit_wolf,0.7543568251828332,0.7351636117201327,1.0769395931296577,1.2713680039565751
